year,km_driven,seats,selling_price,mileage_no,engine_no,max_power_no,torque_nm,f_diesel,f_petrol,f_lpg,f_cng,seller_type_individual,seller_type_dealer,seller_type_trusted_dealer,owner_no,transmission_no
2017,25000,5.0,340000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2011,120000,8.0,180000,13.0,2489.0,95.0,220.0,1,0,0,0,1,0,0,2,1
2017,15000,5.0,570000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,2,1
2012,75000,5.0,220000,23.08,1461.0,63.12,160.0,1,0,0,0,1,0,0,1,1
2012,97000,5.0,450000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,3,1
2019,10000,5.0,615000,21.21,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
2013,110000,8.0,800000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,2,1
2016,70000,7.0,4090000,12.0,2987.0,224.0,510.0,1,0,0,0,0,1,0,1,2
2011,40000,5.0,220000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
2010,86000,5.0,245000,17.92,1086.0,62.1,96.1,0,1,0,0,1,0,0,2,1
2018,10000,5.0,550000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,1,1
2017,30000,4.0,10000000,42.0,1969.0,400.0,640.0,0,1,0,0,1,0,0,1,2
2013,35582,5.0,455999,18.5,1197.0,82.85,113.7,0,1,0,0,0,1,0,1,1
2019,21000,7.0,4500000,12.83,1999.0,148.31,382.0,1,0,0,0,0,1,0,1,2
2017,31100,5.0,270000,22.7,799.0,53.64,72.0,0,1,0,0,0,1,0,1,1
2013,60000,5.0,250000,14.09,1596.0,99.6,146.0,0,1,0,0,1,0,0,2,1
2016,60000,5.0,250000,22.1,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2010,70000,5.0,155000,26.83,796.0,38.4,62.0,0,0,0,1,1,0,0,2,1
2015,41000,5.0,550000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2018,10000,5.0,565000,20.3,1086.0,68.0,99.0,0,1,0,0,1,0,0,1,2
2017,10000,5.0,400000,15.37,1196.0,73.0,101.0,0,1,0,0,1,0,0,1,1
2013,52000,5.0,235000,24.7,796.0,47.3,69.0,0,1,0,0,0,1,0,1,1
2013,70000,5.0,225000,19.4,1405.0,70.0,135.4,1,0,0,0,1,0,0,2,1
2012,40000,5.0,250000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,1,1
2013,95000,5.0,490000,20.46,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
2009,150000,5.0,145000,21.1,1248.0,73.9,113.0,1,0,0,0,1,0,0,3,1
2016,41000,5.0,250000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2011,110000,5.0,320000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,2,1
2012,62000,5.0,160000,14.0,796.0,35.0,59.820564999999995,0,1,0,0,1,0,0,1,1
2018,15000,7.0,1700000,15.1,2179.0,152.87,360.0,1,0,0,0,1,0,0,1,1
2015,35000,5.0,600000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2017,20000,8.0,500000,11.96,1298.0,80.0,103.0,0,1,0,0,1,0,0,1,1
2018,60000,5.0,400000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
2006,270000,8.0,425000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,3,1
2006,120000,5.0,110000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,3,1
2018,100000,7.0,2940000,12.9,2755.0,174.5,450.0,1,0,0,0,0,1,0,1,2
2017,39000,5.0,2950000,19.59,1995.0,187.74,380.0,1,0,0,0,0,1,0,1,2
2013,39000,5.0,625000,14.28,1798.0,138.03,173.0,0,1,0,0,0,1,0,1,2
2013,70000,5.0,395000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2013,76000,5.0,380000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2014,130000,7.0,620000,20.77,1248.0,88.8,200.0,1,0,0,0,1,0,0,1,1
2015,110000,7.0,1100000,16.0,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
2014,105000,5.0,550000,21.7,1498.0,98.96,215.0,1,0,0,0,0,1,0,1,1
2013,35000,5.0,409999,19.1,1197.0,85.8,114.0,0,1,0,0,1,0,0,1,1
2014,141000,5.0,700000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,4,1
2012,40000,5.0,300000,17.92,1086.0,62.1,96.1,0,1,0,0,1,0,0,2,1
2018,44885,5.0,751000,26.59,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
2015,40000,5.0,245000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2011,110000,5.0,300000,16.2,1493.0,110.0,235.3596,1,0,0,0,1,0,0,2,1
2011,100000,5.0,210000,21.1,1248.0,73.9,113.0,1,0,0,0,1,0,0,2,1
2014,48300,7.0,500000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,2,1
2016,30000,5.0,484999,18.7,1199.0,88.7,110.0,0,1,0,0,1,0,0,1,1
2012,40000,5.0,270000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
2018,52000,5.0,530000,17.19,1197.0,81.86,114.73,0,1,0,0,1,0,0,1,1
2014,70000,5.0,565000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,2,1
2011,222300,5.0,220000,22.07,1199.0,73.9,180.0,1,0,0,0,1,0,0,1,1
2018,6000,5.0,700000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2011,120000,5.0,1300000,12.8,1968.0,167.6,350.0,1,0,0,0,1,0,0,1,2
2018,60000,5.0,400000,26.6,998.0,58.16,77.0,0,0,0,1,1,0,0,1,1
2015,41000,7.0,944999,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
2014,38000,5.0,260000,22.1,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2019,7500,5.0,5400000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2018,69779,5.0,600000,22.0,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,2
2014,70000,5.0,470000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2010,120000,5.0,195000,16.2,1493.0,110.0,235.3596,1,0,0,0,1,0,0,2,1
2017,60000,5.0,699000,28.4,1248.0,74.02,190.0,1,0,0,0,1,0,0,1,1
2010,143000,5.0,240000,17.5,1298.0,85.8,114.0,0,1,0,0,1,0,0,1,1
2014,120000,5.0,250000,19.1,1405.0,70.0,135.4,1,0,0,0,1,0,0,1,1
2013,50000,5.0,260000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,2,1
2016,175000,5.0,450000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2017,65000,8.0,880000,19.98,1461.0,108.5,245.0,1,0,0,0,1,0,0,1,1
2013,40000,7.0,1000000,11.18,2696.0,184.0,402.0,1,0,0,0,1,0,0,1,2
2017,26000,5.0,484999,21.21,1197.0,81.8,113.0,0,1,0,0,1,0,0,2,1
2019,2000,5.0,610000,18.6,1197.0,81.86,117.0,0,1,0,0,1,0,0,1,1
2016,56494,5.0,550000,18.2,1199.0,88.7,110.0,0,1,0,0,0,0,1,1,1
2019,27000,5.0,1050000,21.38,1396.0,88.7,219.7,1,0,0,0,1,0,0,1,1
2012,200000,7.0,500000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,4,1
2013,70000,5.0,500000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,3,1
2007,80000,5.0,150000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,3,1
2004,120000,4.0,40000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,1,1
2016,53319,5.0,375000,25.44,936.0,56.3,142.5,1,0,0,0,0,1,0,1,1
2016,100000,5.0,515000,25.83,1498.0,99.0,215.0,1,0,0,0,1,0,0,1,1
2007,155000,5.0,300000,18.7,1896.0,66.0,2059.3965,1,0,0,0,1,0,0,1,1
2019,13000,5.0,570000,18.9,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,1
2019,18500,5.0,430000,20.3,1086.0,68.0,99.0,0,1,0,0,1,0,0,1,1
2012,110000,5.0,500000,19.01,1461.0,108.45,248.0,1,0,0,0,1,0,0,2,1
2012,210000,5.0,370000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,2,1
2012,120000,7.0,250999,15.3,2956.0,83.8,250.0,1,0,0,0,1,0,0,4,1
2012,40000,5.0,125000,16.2,995.0,62.1,90.3,0,1,0,0,1,0,0,2,1
2011,70000,5.0,220000,18.5,1197.0,80.0,111.79581,0,1,0,0,1,0,0,1,1
2011,70000,5.0,250000,20.36,1197.0,78.9,111.7,0,1,0,0,1,0,0,1,1
2013,152186,5.0,425000,20.45,1461.0,83.8,200.0,1,0,0,0,0,1,0,2,1
2018,100000,5.0,455000,19.0,1197.0,85.8,114.0,0,1,0,0,1,0,0,2,1
2018,25000,5.0,900000,23.0,1498.0,98.96,205.0,1,0,0,0,1,0,0,1,1
2010,135000,5.0,300000,17.8,1248.0,75.0,190.0,1,0,0,0,1,0,0,2,1
2016,70000,5.0,565000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2019,7032,5.0,779000,19.0,1199.0,88.76,110.0,0,1,0,0,0,0,1,1,2
2018,22000,4.0,5500000,17.09,2993.0,261.4,620.0,1,0,0,0,1,0,0,1,2
2016,120000,7.0,1950000,13.5,2477.0,175.56,400.0,1,0,0,0,1,0,0,1,1
2016,80000,7.0,640000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,2,1
2019,7032,5.0,779000,19.0,1199.0,88.76,110.0,0,1,0,0,0,0,1,1,2
2016,35000,5.0,650000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2019,20000,5.0,525000,20.89,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,2
2013,120000,5.0,509999,22.32,1582.0,126.3,259.9,1,0,0,0,1,0,0,2,2
2013,105000,5.0,420000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2012,120000,5.0,300000,25.0,1396.0,69.0,140.0,1,0,0,0,1,0,0,1,1
2005,49455,5.0,180000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
2016,56494,5.0,550000,18.2,1199.0,88.7,110.0,0,1,0,0,0,0,1,1,1
2016,56494,5.0,550000,18.2,1199.0,88.7,110.0,0,1,0,0,0,0,1,1,1
2006,44000,5.0,120000,16.1,1298.0,88.2,112.77647499999999,0,1,0,0,1,0,0,2,1
2012,100000,5.0,360000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,2,1
2019,7032,5.0,779000,19.0,1199.0,88.76,110.0,0,1,0,0,0,0,1,1,2
2013,70000,5.0,190000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
2012,70000,5.0,375000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,2,1
2009,120000,5.0,180000,18.8,1248.0,90.0,200.0,1,0,0,0,1,0,0,2,1
2018,82000,5.0,650000,21.73,1498.0,108.62,250.0,1,0,0,0,1,0,0,1,2
2017,38000,5.0,430000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,2,1
1999,100000,4.0,52000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,1,1
2018,30000,5.0,834000,25.5,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
2017,9000,5.0,2711000,13.6,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
2015,90000,8.0,860000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,2,1
2004,60000,5.0,100000,16.1,1405.0,70.0,132.389775,1,0,0,0,1,0,0,3,1
2014,80000,7.0,450000,18.2,1248.0,73.8,172.5,1,0,0,0,1,0,0,2,1
2017,25538,5.0,625000,16.78,1496.0,88.73,132.0,0,1,0,0,0,0,1,1,1
2014,100000,8.0,900000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,2,1
2016,120000,5.0,350000,23.2,1248.0,73.94,190.0,1,0,0,0,1,0,0,3,1
2018,35000,6.0,900000,16.55,2498.0,105.0,247.0,1,0,0,0,1,0,0,1,1
2008,60000,5.0,150000,17.0,1405.0,70.0,132.389775,1,0,0,0,1,0,0,3,1
2017,20000,5.0,1100000,18.0,1497.0,117.6,145.0,0,1,0,0,1,0,0,1,2
2017,55000,7.0,800000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2017,30000,5.0,300000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
2012,100000,5.0,420000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,2,1
2012,76000,7.0,500000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
2011,110000,7.0,575000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,2,1
2009,125876,5.0,250000,15.0,1586.0,104.68,1421.96425,0,1,0,0,1,0,0,2,1
2015,60000,7.0,650000,16.02,1373.0,93.7,130.0,0,1,0,0,1,0,0,1,1
2015,25000,5.0,550000,20.4,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
2014,60000,5.0,1500000,16.55,1968.0,147.51,320.0,1,0,0,0,1,0,0,1,2
2018,50000,5.0,850000,17.0,1198.0,108.5,170.0,0,1,0,0,1,0,0,1,1
2013,90000,5.0,370000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2009,110000,5.0,150000,15.0,1586.0,104.68,1421.96425,0,1,0,0,1,0,0,1,1
2014,114000,5.0,600000,19.01,1461.0,108.45,248.0,1,0,0,0,1,0,0,1,1
2013,90000,5.0,335000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2014,40000,5.0,455000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2018,10000,5.0,545000,23.1,998.0,67.04,90.0,0,1,0,0,0,1,0,1,2
2010,90000,5.0,170000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,2,1
2013,110000,5.0,350000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,3,1
2012,27500,5.0,380000,18.5,1197.0,82.9,113.8,0,1,0,0,1,0,0,1,1
2018,30000,5.0,1000000,22.0,1582.0,126.2,259.87,1,0,0,0,1,0,0,1,2
2017,101000,5.0,934000,22.77,1498.0,98.59,205.0,1,0,0,0,1,0,0,1,1
2016,35000,5.0,650000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,2,1
2017,45000,7.0,1282000,17.6,2179.0,153.86,400.0,1,0,0,0,1,0,0,1,1
2015,60000,5.0,550000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
2013,120000,5.0,187000,17.92,1086.0,62.1,96.1,0,1,0,0,1,0,0,2,1
2010,44000,5.0,225000,26.2,998.0,58.2,77.0,0,0,1,0,0,1,0,1,1
2017,20000,5.0,580000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,1,1
2018,26000,5.0,950000,19.6,1461.0,108.45,245.0,1,0,0,0,1,0,0,1,1
2020,20000,5.0,1050000,22.1,1396.0,88.7,219.7,1,0,0,0,1,0,0,1,1
2013,35000,5.0,395000,14.3,1598.0,103.5,153.0,0,1,0,0,1,0,0,2,2
2012,159000,7.0,725000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,2,1
2011,60000,5.0,265000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,1,1
2013,79328,7.0,750000,12.99,2494.0,100.6,200.0,1,0,0,0,0,0,1,2,1
2015,55000,5.0,280000,20.36,1197.0,78.9,111.7,0,1,0,0,1,0,0,1,1
2017,30000,5.0,440000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2015,55000,5.0,240000,25.44,936.0,56.3,142.5,1,0,0,0,1,0,0,1,1
2015,20000,5.0,380000,21.94,1196.0,61.7,85.0,0,0,0,1,1,0,0,1,1
2015,110000,7.0,905000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,1,1
2010,120000,5.0,160000,13.2,1495.0,93.7,124.5,0,0,0,1,1,0,0,2,1
2016,120000,5.0,750000,11.0,2179.0,120.0,280.0,1,0,0,0,1,0,0,1,1
1994,100000,5.0,99000,12.8,1995.0,52.0,106.0,1,0,0,0,1,0,0,2,1
2012,135000,7.0,525000,13.93,2179.0,138.03,320.0,1,0,0,0,1,0,0,1,1
2007,75958,5.0,55000,17.88,1396.0,52.8,85.0,1,0,0,0,1,0,0,2,1
2016,11000,5.0,645000,14.3,1598.0,103.5,153.0,0,1,0,0,0,1,0,1,2
2019,6544,5.0,1225000,20.0,1497.0,115.0,300.0,1,0,0,0,1,0,0,1,1
2011,84000,5.0,210000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,2,1
2014,40000,5.0,215000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
2019,10000,7.0,1450000,17.3,1497.0,121.0,300.0,1,0,0,0,1,0,0,1,1
2010,29000,5.0,150000,16.5,1172.0,65.0,96.0,0,1,0,0,1,0,0,1,1
2009,55768,5.0,170000,17.0,1405.0,71.0,135.0,1,0,0,0,1,0,0,1,1
2016,35000,5.0,3500000,14.74,2993.0,270.9,600.0,1,0,0,0,1,0,0,1,2
2015,120000,5.0,335000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2015,117500,5.0,630000,17.4,1497.0,117.3,145.0,0,1,0,0,1,0,0,2,1
2016,110000,5.0,700000,26.0,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
2010,60000,5.0,114999,18.0,995.0,62.0,90.3,0,1,0,0,1,0,0,2,1
2015,18500,5.0,409999,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2016,39000,5.0,380000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,3,1
2015,20000,5.0,369000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,2,1
2018,20000,5.0,275000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
2016,50000,7.0,770000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
2012,330000,5.0,550000,13.44,2359.0,198.25,250.0,0,1,0,0,1,0,0,2,1
2019,20000,5.0,5150000,22.37,2487.0,214.56,202.0,0,1,0,0,0,1,0,1,2
2015,120000,5.0,450000,20.5,1248.0,91.72,209.0,1,0,0,0,1,0,0,1,1
2017,32000,6.0,400000,18.15,1198.0,82.0,115.0,0,1,0,0,1,0,0,2,1
2012,70000,5.0,260000,21.03,1461.0,65.0,160.0,1,0,0,0,1,0,0,2,1
2013,83000,5.0,400000,23.08,1461.0,63.1,160.0,1,0,0,0,1,0,0,1,1
2011,65000,5.0,365000,20.54,1598.0,103.6,250.0,1,0,0,0,0,1,0,2,1
2014,60000,5.0,730000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,1,1
2016,60000,5.0,315000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,2,1
2013,80000,5.0,550000,25.0,1493.0,113.42,250.06,1,0,0,0,0,1,0,1,1
2017,9000,5.0,2625000,13.6,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
2013,100000,7.0,204999,15.1,1196.0,73.0,101.0,0,1,0,0,1,0,0,3,1
2009,100000,5.0,170000,20.36,1197.0,78.9,111.8,0,1,0,0,1,0,0,1,1
2016,30000,5.0,500000,27.3,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
2019,30000,5.0,1900000,12.4,1999.0,147.9,350.0,1,0,0,0,1,0,0,1,2
2018,36500,5.0,910000,24.3,1248.0,88.5,200.0,1,0,0,0,0,1,0,1,1
2015,125000,8.0,600000,21.04,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
2015,43000,5.0,480000,18.7,1199.0,88.7,110.0,0,1,0,0,0,1,0,1,1
2015,70000,5.0,520000,26.59,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2016,44000,5.0,386000,19.1,1197.0,82.0,114.0,0,1,0,0,1,0,0,2,1
2018,17000,5.0,678000,18.78,999.0,75.0,95.0,0,1,0,0,1,0,0,1,1
2011,115000,5.0,350000,21.5,1248.0,88.8,200.0,1,0,0,0,1,0,0,4,1
2006,120000,7.0,170000,14.0,2523.0,83.0,176.0,1,0,0,0,1,0,0,2,1
2018,8000,5.0,740000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2011,99500,7.0,500000,11.5,1991.0,147.9,320.0,1,0,0,0,1,0,0,3,1
2015,23000,5.0,550000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2016,40000,5.0,590000,20.73,1373.0,91.1,130.0,0,1,0,0,1,0,0,2,1
2014,125000,5.0,600000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,1,1
2018,20000,5.0,270000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2016,40000,5.0,710000,24.8,1396.0,88.7,219.7,1,0,0,0,1,0,0,1,1
2017,40000,5.0,900000,25.5,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
2019,20000,5.0,575000,19.4,1194.0,94.93,120.0,0,1,0,0,1,0,0,1,1
2016,17000,5.0,350000,23.1,998.0,67.04,90.0,0,1,0,0,1,0,0,1,2
2014,70000,5.0,360000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2013,40000,5.0,200000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
2014,80000,5.0,650000,19.01,1461.0,108.45,248.0,1,0,0,0,1,0,0,1,1
2017,74000,5.0,900000,22.27,1498.0,108.6,250.0,1,0,0,0,1,0,0,1,1
2010,100000,5.0,210000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,2,1
2011,70000,5.0,140000,25.44,936.0,57.6,150.0,1,0,0,0,1,0,0,4,1
2016,30000,5.0,340000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,2,1
2019,25000,5.0,480000,20.52,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
2011,210000,5.0,280000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2019,7500,5.0,5400000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2017,42000,7.0,1150000,16.0,2179.0,140.0,330.0,1,0,0,0,1,0,0,2,1
2011,30000,5.0,347000,19.0,998.0,66.1,90.0,0,1,0,0,1,0,0,1,1
2018,5000,5.0,469000,21.79,998.0,67.05,90.0,0,1,0,0,1,0,0,1,1
2010,60000,5.0,350000,14.53,1798.0,138.0,173.0,0,1,0,0,1,0,0,2,1
2013,50000,5.0,290000,16.95,1197.0,78.9,111.8,0,1,0,0,1,0,0,1,2
2014,90000,5.0,600000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2016,20000,5.0,250000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,2,1
2016,40000,5.0,305000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,1,1
2018,5000,5.0,550000,22.0,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
2012,193000,5.0,320000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,1,1
2019,8000,5.0,585000,18.9,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,1
2007,120000,5.0,120000,17.8,1086.0,63.0,96.10517,0,1,0,0,1,0,0,1,1
2014,80000,5.0,220000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,3,1
2016,90000,5.0,620000,28.09,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2009,90000,5.0,130000,19.0,998.0,66.1,90.0,0,1,0,0,1,0,0,2,1
2013,79328,7.0,750000,12.99,2494.0,100.6,200.0,1,0,0,0,0,0,1,2,1
2011,40000,5.0,215000,21.1,1197.0,85.8,114.0,0,1,0,0,1,0,0,1,1
1999,26320,4.0,80000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,1,1
2018,60000,5.0,799000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,2,1
2018,50000,7.0,775000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,2,1
2011,120000,5.0,250000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,3,1
2015,91000,5.0,320000,24.4,1120.0,71.0,180.4,1,0,0,0,1,0,0,3,1
2018,15000,5.0,590000,18.16,1196.0,86.8,112.0,0,1,0,0,1,0,0,1,1
2013,110000,8.0,600000,12.05,2179.0,120.0,290.0,1,0,0,0,1,0,0,2,1
2013,35000,7.0,400000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,1,1
2012,30000,4.0,100000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,1,1
2017,37000,5.0,625000,26.8,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,2
2014,110000,7.0,900000,15.4,1997.0,120.0,280.0,1,0,0,0,1,0,0,1,1
2017,100000,7.0,800000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,2,1
2018,45000,5.0,480000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,2,1
2017,67000,4.0,260000,33.44,796.0,40.3,60.0,0,0,0,1,1,0,0,1,1
2011,90000,5.0,90000,15.64,1193.0,64.08,100.0,0,1,0,0,1,0,0,2,1
2012,45000,5.0,385000,18.5,1198.0,86.8,109.0,0,1,0,0,0,1,0,1,1
2017,50000,7.0,2950000,15.04,2755.0,174.5,450.0,1,0,0,0,1,0,0,1,2
2017,24400,5.0,740000,27.39,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2019,24857,5.0,2000000,16.5,1799.0,139.46,174.0,0,1,0,0,0,1,0,5,2
2017,21000,5.0,650000,22.0,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
2013,60000,5.0,190000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
2004,100000,7.0,120000,10.5,2179.0,120.0,290.0,1,0,0,0,1,0,0,4,1
2012,70000,5.0,350000,21.5,1248.0,88.8,200.0,1,0,0,0,1,0,0,2,1
2017,58000,5.0,1825000,12.0,2354.0,187.4,226.0,0,1,0,0,0,1,0,1,2
2017,40000,7.0,850000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2017,82000,5.0,975000,25.6,1498.0,97.9,200.0,1,0,0,0,1,0,0,1,1
2013,81000,5.0,360000,19.01,1461.0,108.45,248.0,1,0,0,0,1,0,0,2,1
2017,6550,5.0,725000,18.2,1199.0,88.7,110.0,0,1,0,0,1,0,0,1,2
2019,15000,5.0,1200000,20.0,1497.0,115.0,300.0,1,0,0,0,1,0,0,1,1
2012,146000,5.0,135000,19.61,1405.0,70.0,135.4,1,0,0,0,1,0,0,1,1
2019,5000,5.0,675000,21.21,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
2015,40000,5.0,1300000,19.67,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,1
2018,17500,5.0,400000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2015,110000,7.0,503000,14.1,2179.0,147.94,320.0,1,0,0,0,1,0,0,1,1
2010,100000,7.0,300000,11.57,2179.0,138.1,320.0,1,0,0,0,1,0,0,1,1
2011,80000,7.0,320000,13.93,2179.0,138.03,320.0,1,0,0,0,1,0,0,1,1
2013,58343,5.0,225000,21.79,998.0,67.05,90.0,0,1,0,0,0,0,1,1,1
2015,70000,7.0,599000,16.02,1373.0,93.7,130.0,0,1,0,0,1,0,0,1,1
2012,156040,5.0,250000,20.0,1399.0,68.0,160.0,1,0,0,0,0,1,0,1,1
2012,40000,4.0,60000,25.4,624.0,38.0,51.0,0,1,0,0,1,0,0,2,1
