,year,km_driven,seats,selling_price,mileage_no,engine_no,max_power_no,torque_nm,f_diesel,f_petrol,f_lpg,f_cng,seller_type_individual,seller_type_dealer,seller_type_trusted_dealer,owner_no,transmission_no
3819,2006,114321,5.0,180000,17.8,1399.0,68.0,159.848395,1,0,0,0,1,0,0,2,1
7925,2016,33000,7.0,1850000,13.68,2393.0,147.8,343.0,1,0,0,0,1,0,0,1,1
4608,2011,90000,5.0,340000,20.54,1598.0,103.6,250.0,1,0,0,0,1,0,0,1,1
7596,2018,30000,4.0,5830000,17.09,2993.0,261.4,620.0,1,0,0,0,1,0,0,1,2
5819,2015,20000,5.0,350000,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,1,1
4868,2008,60000,5.0,150000,13.4,1794.0,125.0,157.887065,0,1,0,0,1,0,0,2,1
1112,2019,7032,5.0,779000,19.0,1199.0,88.76,110.0,0,1,0,0,0,0,1,1,2
7685,2014,100000,5.0,215000,25.0,1396.0,69.01,140.0,1,0,0,0,1,0,0,2,1
2231,2019,25000,5.0,725000,15.41,1598.0,103.2,153.0,0,1,0,0,1,0,0,1,1
2228,2011,70000,5.0,400000,16.2,1493.0,110.0,235.3596,1,0,0,0,1,0,0,3,1
2153,2015,23500,5.0,250000,18.6,1199.0,76.8,106.5,0,1,0,0,1,0,0,1,1
5531,2013,91400,5.0,310000,19.34,1198.0,76.0,104.0,0,1,0,0,1,0,0,2,2
3915,2013,165500,9.0,509999,14.0,2523.0,75.0,200.0,1,0,0,0,1,0,0,2,1
8102,2011,128000,5.0,450000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,2,1
7387,2011,180000,5.0,130000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,2,1
1366,2017,19723,5.0,525000,20.3,1199.0,84.0,114.0,0,1,0,0,0,1,0,1,2
1469,2003,98000,8.0,300000,10.5,2179.0,120.0,290.0,1,0,0,0,1,0,0,1,1
1851,2019,10000,5.0,409999,15.37,1196.0,73.0,101.0,0,1,0,0,1,0,0,1,1
1963,2011,188000,5.0,305000,17.8,1248.0,75.0,190.0,1,0,0,0,1,0,0,2,1
3016,2009,89322,5.0,210000,17.0,1197.0,80.0,111.79581,0,1,0,0,1,0,0,2,1
5590,2012,70000,5.0,300000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,1,1
5837,2020,5000,5.0,537000,17.0,1198.0,108.5,170.0,0,1,0,0,1,0,0,1,1
4678,2019,25000,5.0,2150000,16.3,1956.0,170.63,350.0,1,0,0,0,0,1,0,1,1
485,2016,20000,5.0,760000,17.01,1591.0,121.4,154.9,0,1,0,0,1,0,0,1,1
2239,2003,83000,5.0,110000,13.8,1299.0,70.0,104.93115499999999,0,1,0,0,1,0,0,2,1
4140,2015,135000,5.0,600000,22.77,1498.0,98.59,205.0,1,0,0,0,1,0,0,1,1
3715,2009,100000,5.0,221000,17.8,1248.0,75.0,190.0,1,0,0,0,1,0,0,2,1
4537,2010,49000,5.0,300000,18.5,1197.0,80.0,111.79581,0,1,0,0,1,0,0,1,1
6236,2015,90000,5.0,580000,20.45,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
30,2017,70000,5.0,670000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
4060,2015,110000,5.0,350000,25.83,1498.0,99.0,215.0,1,0,0,0,1,0,0,2,1
1879,2010,130000,5.0,320000,17.8,1248.0,75.0,190.0,1,0,0,0,1,0,0,3,1
5900,2020,5000,2.0,679000,0.0,2523.0,70.0,200.0,1,0,0,0,1,0,0,1,1
5294,2014,25000,5.0,250000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
3217,2018,44000,5.0,1150000,17.01,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,2
3501,2011,35000,5.0,150000,18.0,995.0,62.0,90.3,0,1,0,0,1,0,0,1,1
7983,2012,65000,5.0,190000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
5564,2013,90000,5.0,150000,19.4,1405.0,70.0,135.4,1,0,0,0,1,0,0,2,1
1036,2015,53000,5.0,270000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
636,2016,80000,5.0,350000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
5171,2017,50000,5.0,850000,19.6,1461.0,108.45,245.0,1,0,0,0,1,0,0,1,2
6632,2018,40000,5.0,950000,21.13,1498.0,108.6,250.0,1,0,0,0,1,0,0,1,1
1083,2013,58343,5.0,225000,21.79,998.0,67.05,90.0,0,1,0,0,0,0,1,1,1
2615,2007,40000,5.0,72000,18.0,995.0,62.0,90.3,0,1,0,0,1,0,0,2,1
861,2016,50000,5.0,265000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
6173,2018,38817,5.0,740000,27.39,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
903,2009,200000,7.0,395000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,3,1
4750,2017,70000,5.0,450000,19.09,1405.0,69.01,135.0,1,0,0,0,1,0,0,1,1
109,2010,48000,5.0,300000,15.8,1172.0,65.0,96.0,0,1,0,0,1,0,0,1,1
7814,2006,140000,5.0,150000,17.7,1497.0,78.0,124.54445499999999,0,1,0,0,1,0,0,3,1
4553,2011,80000,5.0,220000,23.03,1396.0,69.0,140.0,1,0,0,0,1,0,0,1,1
3358,2010,83585,5.0,425000,21.43,1364.0,87.2,205.0,1,0,0,0,0,1,0,1,1
3085,2018,38817,5.0,740000,27.39,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
6820,2017,23000,7.0,1750000,13.68,2393.0,147.8,343.0,1,0,0,0,0,1,0,1,1
3541,2017,80000,7.0,660000,16.5,1493.0,70.0,195.0,1,0,0,0,1,0,0,1,1
5973,2014,50000,5.0,600000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
1831,2013,70000,5.0,280000,25.0,1396.0,69.0,140.0,1,0,0,0,1,0,0,1,1
6296,2017,98000,7.0,1750000,13.68,2393.0,147.51,343.0,1,0,0,0,0,1,0,1,1
6682,2011,100000,5.0,280000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,2,1
782,2008,70000,5.0,80000,15.26,1150.0,74.9,110.0,0,1,0,0,1,0,0,2,1
7928,2016,30154,5.0,630000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
4985,2008,100000,5.0,65000,18.0,995.0,62.0,90.3,0,1,0,0,1,0,0,3,1
3765,2018,71500,5.0,825000,22.54,1396.0,88.73,219.7,1,0,0,0,0,1,0,1,1
7885,2018,48000,5.0,700000,21.1,998.0,100.5,150.0,0,1,0,0,1,0,0,2,1
3783,2012,60300,5.0,300000,22.07,1199.0,73.9,180.0,1,0,0,0,1,0,0,1,1
4607,2012,120000,5.0,175000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,2,1
1825,2016,30000,5.0,340000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
2617,2015,125000,5.0,500000,23.59,1364.0,67.05,170.0,1,0,0,0,1,0,0,1,1
5607,2015,70000,5.0,433000,25.83,1498.0,99.0,215.0,1,0,0,0,1,0,0,1,1
1094,2016,11000,5.0,645000,14.3,1598.0,103.5,153.0,0,1,0,0,0,1,0,1,2
5710,2010,90000,5.0,2000000,14.49,2993.0,258.0,560.0,1,0,0,0,1,0,0,2,2
6281,2016,81000,5.0,650000,28.09,1248.0,88.5,200.0,1,0,0,0,0,1,0,2,1
3484,2010,35000,5.0,190000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
4955,2015,120000,7.0,1050000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,2,1
3428,2017,120000,5.0,550000,17.57,1193.0,88.7,140.0,0,1,0,0,1,0,0,1,1
5824,2012,120000,5.0,280000,20.54,1598.0,103.6,250.0,1,0,0,0,1,0,0,2,1
6392,2015,50000,9.0,650000,14.95,2489.0,93.7,218.0,1,0,0,0,1,0,0,1,1
1654,2017,90000,5.0,1250000,19.67,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,1
7446,2016,54000,7.0,725000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,2,1
2323,2006,59000,4.0,114999,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
2413,2012,50000,7.0,700000,12.12,2231.0,184.0,424.0,1,0,0,0,1,0,0,2,2
6962,2015,110000,7.0,503000,14.1,2179.0,147.94,320.0,1,0,0,0,1,0,0,1,1
2654,2018,20000,5.0,340000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
3379,2015,50000,5.0,400000,20.4,1197.0,83.11,113.0,0,1,0,0,1,0,0,1,1
4058,2010,120000,7.0,315000,13.6,2523.0,63.0,180.0,1,0,0,0,1,0,0,2,1
2678,2019,8500,5.0,5500000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
4610,2017,35000,5.0,894999,17.8,1497.0,117.3,145.0,0,1,0,0,1,0,0,1,1
7686,2017,60000,5.0,650000,28.09,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
6116,2016,50000,5.0,535000,19.87,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
5091,2016,56494,5.0,550000,18.2,1199.0,88.7,110.0,0,1,0,0,0,0,1,1,1
3534,2018,2000,5.0,2475000,16.8,1984.0,150.0,350.0,1,0,0,0,0,1,0,1,2
178,2010,120000,5.0,220000,21.1,1248.0,73.9,113.0,1,0,0,0,1,0,0,1,1
4903,2017,46000,5.0,509999,22.0,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
3891,2015,140000,7.0,919999,16.0,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
3442,2013,110000,5.0,120000,18.2,1199.0,84.8,113.0,0,1,0,0,1,0,0,2,1
1204,2017,35000,5.0,711000,28.4,1248.0,74.02,190.0,1,0,0,0,1,0,0,1,1
2202,2014,90000,7.0,500000,15.05,2179.0,147.9,320.0,1,0,0,0,1,0,0,2,1
7468,2005,70000,5.0,125000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,4,1
7324,2017,22000,5.0,2825000,15.73,1968.0,174.33,380.0,1,0,0,0,0,1,0,1,2
6270,2018,48500,7.0,950000,25.47,1248.0,88.5,200.0,1,0,0,0,0,1,0,1,1
7929,2018,20000,5.0,640000,20.14,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,1
8081,2005,100000,5.0,110000,12.0,1493.0,100.0,128.46711499999998,0,1,0,0,1,0,0,2,2
5508,2015,45000,5.0,550000,28.4,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
1770,2012,80000,5.0,300000,17.0,1405.0,70.0,132.389775,1,0,0,0,1,0,0,1,1
829,2016,50000,7.0,1165000,16.0,1997.0,140.0,320.0,1,0,0,0,1,0,0,1,1
941,2007,160000,7.0,280000,13.93,2956.0,138.1,320.0,1,0,0,0,1,0,0,2,1
7126,2016,50000,7.0,700000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
2486,2010,70000,5.0,180000,20.36,1197.0,78.9,111.7,0,1,0,0,1,0,0,2,1
627,2014,50000,7.0,600000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,2,1
3103,2018,69779,5.0,600000,22.0,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,2
4794,2011,11000,5.0,175000,23.95,998.0,67.05,90.0,0,1,0,0,0,1,0,1,1
925,2016,70000,9.0,550000,15.96,2523.0,63.0,180.0,1,0,0,0,1,0,0,1,1
295,2012,50000,5.0,330000,18.6,1197.0,85.8,114.0,0,1,0,0,1,0,0,2,1
1052,2017,15000,7.0,950000,15.4,1497.0,117.3,145.0,0,1,0,0,1,0,0,1,2
2707,2007,210000,8.0,465000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,2,1
4925,2012,110000,5.0,160000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
7286,2011,77395,5.0,195000,20.0,1399.0,68.0,160.0,1,0,0,0,0,1,0,2,1
8118,2013,25000,5.0,380000,18.5,1197.0,82.85,113.7,0,1,0,0,1,0,0,1,1
2954,2015,20000,5.0,450000,19.1,1197.0,82.0,114.0,0,1,0,0,1,0,0,1,1
2789,2009,80000,5.0,85000,17.0,1405.0,70.0,132.389775,1,0,0,0,1,0,0,2,1
944,2019,15000,5.0,1000000,22.1,1396.0,88.7,219.7,1,0,0,0,1,0,0,1,1
6464,2017,60000,5.0,600000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
6929,2009,70000,5.0,160000,19.09,1396.0,69.0,135.0,1,0,0,0,1,0,0,1,1
12,2009,140000,5.0,280000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,2,1
1117,2017,45000,5.0,3200000,19.33,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
5927,2019,30000,5.0,550000,19.44,999.0,75.0,95.0,0,1,0,0,1,0,0,2,1
7949,2015,170000,7.0,1400000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,1,1
5820,2018,20000,5.0,395000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
3956,2017,60000,5.0,350000,26.6,998.0,58.16,77.0,0,0,0,1,1,0,0,1,1
4631,2010,146000,7.0,245000,14.0,2498.0,112.0,260.0,1,0,0,0,1,0,0,4,1
1319,2019,10000,5.0,700000,24.0,1186.0,73.97,190.24,1,0,0,0,1,0,0,1,1
779,2017,20000,5.0,500000,18.9,1197.0,82.0,114.0,0,1,0,0,1,0,0,1,1
7939,2018,50000,5.0,760000,27.39,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
7435,2013,215000,7.0,830000,12.99,2494.0,100.0,200.0,1,0,0,0,1,0,0,1,1
7209,2005,70000,5.0,98000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,2,1
4338,2018,2000,5.0,2475000,16.8,1984.0,150.0,350.0,1,0,0,0,0,1,0,1,2
433,2013,67000,5.0,450000,23.59,1364.0,67.1,170.0,1,0,0,0,1,0,0,1,1
653,2018,38817,5.0,740000,27.39,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
2477,2017,58000,5.0,275000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
3299,2015,30000,5.0,360000,18.9,1197.0,81.86,113.75,0,1,0,0,1,0,0,2,1
3482,2011,100000,5.0,350000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,2,1
5684,2019,15000,5.0,425000,20.3,1086.0,68.0,99.0,0,1,0,0,1,0,0,1,1
5030,2018,12000,5.0,459999,20.4,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
5814,2017,20000,5.0,509999,22.0,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
7919,2011,70000,5.0,1600000,14.21,2143.0,203.0,500.0,1,0,0,0,1,0,0,1,2
3757,2017,24500,5.0,600000,25.8,1498.0,98.6,200.0,1,0,0,0,0,1,0,1,1
2886,2000,100000,4.0,60000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
6554,2017,9000,5.0,2711000,13.6,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
4101,2018,28156,4.0,6000000,17.09,2993.0,261.4,620.0,1,0,0,0,0,1,0,1,2
5930,2013,180000,5.0,385000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
3064,2006,62900,5.0,135000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
3076,2018,25000,5.0,560000,22.0,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
5656,2017,5000,5.0,600000,20.14,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,1
8090,2013,170000,5.0,509999,20.45,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
570,2013,120000,7.0,630000,20.77,1248.0,88.8,200.0,1,0,0,0,1,0,0,2,1
1448,2018,30000,5.0,700000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
4829,2019,7500,5.0,5400000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
4855,2013,40000,5.0,420000,25.8,1498.0,98.6,200.0,1,0,0,0,1,0,0,2,1
5614,2017,9000,5.0,2711000,13.6,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
6686,2012,25000,5.0,310000,21.5,1248.0,88.8,200.0,1,0,0,0,1,0,0,2,1
1745,2017,52000,5.0,560000,21.66,1498.0,108.62,250.0,1,0,0,0,1,0,0,1,1
2741,2014,60000,5.0,280000,23.0,1248.0,88.7,200.0,1,0,0,0,1,0,0,2,1
1590,2018,25000,7.0,1575000,17.6,2179.0,153.86,400.0,1,0,0,0,1,0,0,1,1
7727,2016,90000,5.0,600000,19.87,1461.0,83.8,200.0,1,0,0,0,1,0,0,2,1
3937,2015,140000,5.0,330000,26.59,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
287,2007,207890,7.0,210000,13.6,2523.0,63.0,180.0,1,0,0,0,1,0,0,2,1
1738,2009,80000,7.0,320000,12.05,2179.0,120.0,290.0,1,0,0,0,1,0,0,3,1
7177,2016,60000,5.0,670000,26.0,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
3535,2015,100000,5.0,400000,23.0,1248.0,88.7,200.0,1,0,0,0,1,0,0,1,1
5048,2017,15000,5.0,483000,23.1,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
4863,2015,129000,5.0,780000,21.43,1364.0,87.2,205.0,1,0,0,0,1,0,0,3,1
7383,2017,60000,5.0,480000,18.9,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,1
5284,2012,100000,5.0,250000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,3,1
2827,2018,27000,5.0,2850000,17.05,1995.0,184.0,380.0,1,0,0,0,0,1,0,1,2
1684,2015,15000,5.0,800000,23.65,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
5303,2017,30000,5.0,380000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
1338,2013,49102,5.0,429000,18.88,999.0,123.37,170.0,0,1,0,0,0,1,0,2,1
4279,2017,80000,5.0,300000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2742,2013,100000,5.0,375000,15.0,1598.0,105.0,153.0,0,1,0,0,1,0,0,1,1
6856,2011,70000,5.0,191000,13.45,1086.0,62.1,96.1,0,0,1,0,1,0,0,1,1
7474,2018,20000,5.0,889000,28.09,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
7710,2019,17000,5.0,5200000,15.0,1991.0,194.4,300.0,0,1,0,0,0,1,0,1,2
7489,2011,110000,5.0,450000,16.8,1497.0,116.4,146.0,0,1,0,0,1,0,0,3,1
2902,2013,53000,5.0,390000,21.9,1396.0,88.76,219.6,1,0,0,0,1,0,0,2,1
4715,2006,120000,5.0,100000,13.1,1781.0,149.5,209.86230999999998,0,1,0,0,1,0,0,3,1
2986,2010,80000,5.0,250000,15.6,1196.0,70.0,102.0,0,1,0,0,1,0,0,2,1
4942,2017,23456,5.0,550000,18.9,1197.0,82.0,114.0,0,1,0,0,0,1,0,1,1
6079,2013,31377,5.0,320000,18.5,1197.0,82.85,113.7,0,1,0,0,1,0,0,2,1
6690,2019,20000,5.0,5150000,22.37,2487.0,214.56,202.0,0,1,0,0,0,1,0,1,2
7912,2009,113000,5.0,110000,15.3,1193.0,65.3,102.0,0,1,0,0,1,0,0,1,1
5307,2010,60000,5.0,250000,18.9,1061.0,67.0,84.0,0,1,0,0,1,0,0,1,1
1564,2017,17000,5.0,4100000,9.5,3604.0,280.0,347.0,0,1,0,0,1,0,0,1,2
6208,2019,25000,5.0,390000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
4730,2015,35000,7.0,300000,15.37,1196.0,73.0,101.0,0,1,0,0,1,0,0,2,1
3879,2013,35000,5.0,459999,19.1,1197.0,85.8,114.0,0,1,0,0,1,0,0,2,1
7600,2015,28000,5.0,365000,20.52,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,1
2185,2017,60000,7.0,690000,16.5,1493.0,70.0,195.0,1,0,0,0,1,0,0,1,1
3989,2015,96500,5.0,500000,20.5,1248.0,91.72,209.0,1,0,0,0,1,0,0,1,1
1231,2015,120000,5.0,225000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,2,1
5125,2015,90000,5.0,610000,22.77,1498.0,98.59,205.0,1,0,0,0,1,0,0,1,1
1258,2017,65000,5.0,400000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,2,1
2254,2011,120000,4.0,100000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
1951,2015,160000,5.0,375000,24.4,1120.0,71.01,180.4,1,0,0,0,1,0,0,1,1
7556,2013,100000,5.0,445000,25.8,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
113,2013,69000,5.0,451999,21.9,1396.0,88.76,219.6,1,0,0,0,1,0,0,1,1
7695,2011,90000,5.0,225000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
2509,2014,56000,5.0,580000,22.32,1582.0,126.3,259.9,1,0,0,0,1,0,0,1,1
6684,2011,155000,5.0,320000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,1,1
6251,2016,69000,5.0,459999,25.83,1498.0,99.0,215.0,1,0,0,0,1,0,0,2,1
3055,2016,80000,8.0,190000,16.8,796.0,34.2,59.0,0,1,0,0,1,0,0,2,1
2548,2012,98000,5.0,155000,25.44,936.0,57.6,150.0,1,0,0,0,1,0,0,1,1
3504,2015,210000,5.0,210000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,2,1
507,2012,85000,5.0,300000,15.6,1196.0,70.0,102.0,0,1,0,0,1,0,0,2,1
6550,2007,120000,5.0,160000,17.7,1497.0,78.0,124.54445499999999,0,1,0,0,1,0,0,3,1
4161,2018,10000,5.0,1000000,17.0,1591.0,121.3,151.0,0,1,0,0,1,0,0,1,1
3624,2016,60000,5.0,525000,16.9,1197.0,82.0,114.0,0,1,0,0,1,0,0,1,2
7492,2020,1000,5.0,500000,20.3,1086.0,68.07,99.07,0,1,0,0,1,0,0,1,1
5076,2013,120000,5.0,350000,21.64,1461.0,84.8,200.0,1,0,0,0,1,0,0,1,1
6054,2008,100000,5.0,120000,17.0,1405.0,70.0,132.389775,1,0,0,0,1,0,0,2,1
7188,2015,100000,5.0,287000,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,2,1
4764,2018,55000,7.0,890000,18.49,1493.0,100.0,240.0,1,0,0,0,0,1,0,1,1
4335,2019,8500,5.0,5500000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
7649,2014,100000,5.0,280000,19.1,1405.0,70.0,135.4,1,0,0,0,1,0,0,1,1
350,2018,35000,7.0,3000000,14.24,2755.0,174.5,420.0,1,0,0,0,1,0,0,1,1
6798,2011,70000,5.0,200000,23.57,1396.0,70.0,140.0,1,0,0,0,1,0,0,2,1
2906,2011,50600,5.0,200000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
7133,2014,70000,7.0,750000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,2,1
5149,2012,120000,5.0,300000,18.5,1197.0,82.85,113.7,0,1,0,0,1,0,0,1,1
2505,2008,70000,5.0,100000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,3,1
2620,2015,30000,5.0,511000,18.9,1197.0,82.0,114.0,0,1,0,0,1,0,0,1,1
6553,2011,93500,5.0,350000,18.6,1388.0,67.0,160.0,1,0,0,0,1,0,0,2,1
1114,2018,2000,5.0,2475000,16.8,1984.0,150.0,350.0,1,0,0,0,0,1,0,1,2
2846,2016,92385,7.0,631000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
5746,2001,60000,4.0,45000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
298,2014,70000,5.0,500000,17.1,1591.0,121.3,154.9,0,1,0,0,1,0,0,1,1
1675,2016,60000,5.0,1000000,22.15,1498.0,108.6,250.0,1,0,0,0,1,0,0,1,2
6450,2014,100000,5.0,560000,26.0,1498.0,98.6,200.0,1,0,0,0,1,0,0,2,1
7701,2019,20000,5.0,5150000,22.37,2487.0,214.56,202.0,0,1,0,0,0,1,0,1,2
4568,2012,70000,4.0,100000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
6198,2018,20000,5.0,275000,23.0,999.0,67.0,91.0,0,1,0,0,1,0,0,1,2
6629,2019,80000,2.0,722000,0.0,2523.0,70.0,200.0,1,0,0,0,1,0,0,1,1
5483,2010,90000,5.0,190000,16.8,1493.0,110.0,235.3596,1,0,0,0,1,0,0,2,1
3780,2015,50000,5.0,480000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
229,2014,37000,5.0,550000,16.95,1498.0,97.7,134.0,0,1,0,0,1,0,0,1,1
76,2013,120000,5.0,450000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
4126,2017,50000,5.0,330000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,1,1
5649,2016,53000,5.0,575000,22.54,1396.0,88.73,219.7,1,0,0,0,0,1,0,1,1
7913,2011,1,5.0,209000,15.1,1196.0,73.0,101.0,0,0,0,1,1,0,0,4,1
7252,2014,58000,5.0,250000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,2,1
2103,2007,120000,7.0,300000,13.6,2523.0,63.0,180.0,1,0,0,0,1,0,0,3,1
3708,2010,162000,5.0,160000,15.37,1196.0,73.0,101.0,0,1,0,0,1,0,0,1,1
3552,2010,100000,5.0,250000,17.5,1896.0,106.0,250.069575,1,0,0,0,1,0,0,2,1
4386,2018,31000,5.0,500000,23.01,999.0,67.0,91.0,0,1,0,0,0,1,0,1,1
5639,2014,50000,5.0,434999,18.6,1197.0,85.8,114.0,0,1,0,0,1,0,0,1,1
5436,2008,87540,5.0,149000,16.6,796.0,35.5,55.897905,0,0,1,0,1,0,0,3,1
1614,2010,90000,5.0,220000,17.0,1197.0,80.0,111.79581,0,1,0,0,1,0,0,4,1
607,2016,60000,5.0,260000,19.09,1405.0,69.01,135.0,1,0,0,0,1,0,0,1,1
7429,2020,1000,5.0,445000,21.21,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
5643,2017,90000,5.0,350000,17.8,1199.0,76.8,106.5,0,1,0,0,1,0,0,1,1
1093,2019,7032,5.0,779000,19.0,1199.0,88.76,110.0,0,1,0,0,0,0,1,1,2
6383,2019,100000,5.0,620000,17.57,1193.0,88.7,140.0,0,1,0,0,1,0,0,1,1
2622,2020,40000,8.0,1500000,10.75,2694.0,163.7,245.0,0,1,0,0,1,0,0,1,2
6581,2016,56494,5.0,550000,18.2,1199.0,88.7,110.0,0,1,0,0,0,0,1,1,1
7981,2018,5500,5.0,1180000,17.4,1497.0,117.6,145.0,0,1,0,0,1,0,0,1,1
7716,2017,52000,5.0,1650000,12.0,2354.0,187.4,226.0,0,1,0,0,0,1,0,1,2
203,2016,50000,5.0,360000,26.6,998.0,58.16,77.0,0,0,0,1,1,0,0,1,1
2387,2014,100000,5.0,490000,24.4,1120.0,71.0,180.4,1,0,0,0,1,0,0,1,1
3801,2007,70000,5.0,150000,18.9,1061.0,67.0,84.0,0,1,0,0,1,0,0,3,1
4684,2018,36000,5.0,975000,28.09,1248.0,88.5,200.0,1,0,0,0,0,1,0,1,1
837,2014,35000,5.0,380000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2934,2018,11500,5.0,375000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,1,1
4894,2017,88754,7.0,1100000,16.0,2179.0,140.0,330.0,1,0,0,0,0,1,0,1,1
